,variant,value
2275,variant_a,0.2703
2276,variant_a,0.0161
2277,variant_a,0.0123
2278,variant_a,2.7892
2279,variant_a,0.0
2280,variant_a,0.0026
2281,variant_a,0.0388
2282,variant_a,0.0563
2283,variant_a,0.0081
2284,variant_a,0.2309
2285,variant_a,0.1312
2286,variant_a,0.0106
2287,variant_a,0.2131
2288,variant_a,0.1383
2289,variant_a,0.281
2290,variant_a,0.016
2291,variant_a,0.0443
2292,variant_a,0.0742
2293,variant_a,0.082
2294,variant_a,0.0356
2295,variant_a,0.0016
2296,variant_a,0.7582
2297,variant_a,0.0421
2298,variant_a,0.0353
2299,variant_a,0.0055
2300,variant_a,0.2184
2301,variant_a,0.0031
2302,variant_a,0.1167
2303,variant_a,0.1833
2304,variant_a,0.0855
2305,variant_a,0.001
2306,variant_a,3.9739
2307,variant_a,0.0097
2308,variant_a,0.0011
2309,variant_a,0.0293
2310,variant_a,0.0159
2311,variant_a,0.0458
2312,variant_a,0.0071
2313,variant_a,0.0072
2314,variant_a,0.0126
2315,variant_a,0.0029
2316,variant_a,0.1929
2317,variant_a,0.6755
2318,variant_a,0.0043
2319,variant_a,0.0049
2320,variant_a,0.0285
2321,variant_a,0.1241
2322,variant_a,0.1855
2323,variant_a,0.0001
2324,variant_a,0.0676
2325,variant_a,0.0133
2326,variant_a,0.0366
2327,variant_a,0.2191
2328,variant_a,0.0035
2329,variant_a,0.0054
2330,variant_a,0.0117
2331,variant_a,0.0624
2332,variant_a,0.0181
2333,variant_a,0.0091
2334,variant_a,0.0887
2335,variant_a,0.0571
2336,variant_a,0.0213
2337,variant_a,0.0
2338,variant_a,0.0142
2339,variant_a,0.2377
2340,variant_a,0.0096
2341,variant_a,0.0094
2342,variant_a,0.1003
2343,variant_a,0.0196
2344,variant_a,6.5966
2345,variant_a,0.0443
2346,variant_a,7.7552
2347,variant_a,0.0087
2348,variant_a,0.1073
2349,variant_a,0.036
2350,variant_a,0.6233
2351,variant_a,0.0057
2352,variant_a,0.2256
2353,variant_a,0.0008
2354,variant_a,0.0471
2355,variant_a,0.1045
2356,variant_a,2.5767
2357,variant_a,0.3427
2358,variant_a,0.1336
2359,variant_a,0.2779
2360,variant_a,0.0453
2361,variant_a,0.0048
2362,variant_a,0.0378
2363,variant_a,1.0283
2364,variant_a,0.0023
2365,variant_a,0.2669
2366,variant_a,0.1361
2367,variant_a,0.007
2368,variant_a,0.1753
2369,variant_a,0.3888
2370,variant_a,0.2372
2371,variant_a,0.1232
2372,variant_a,0.2635
2373,variant_a,0.0174
2374,variant_a,0.0222
2375,variant_a,0.0201
2376,variant_a,0.002
2377,variant_a,0.0384
2378,variant_a,0.6321
2379,variant_a,0.6303
2380,variant_a,0.028
2381,variant_a,0.6568
2382,variant_a,0.0135
2383,variant_a,0.0
2384,variant_a,0.0087
2385,variant_a,0.0
2386,variant_a,0.0406
2387,variant_a,0.0
2388,variant_a,0.0086
2389,variant_a,0.1653
2390,variant_a,0.0155
2391,variant_a,0.0498
2392,variant_a,0.028
2393,variant_a,0.0163
2394,variant_a,0.0237
2395,variant_a,0.0387
2396,variant_a,0.0781
2397,variant_a,0.533
2398,variant_a,0.0
2399,variant_a,0.7506
2400,variant_a,0.0002
2401,variant_a,0.012
2402,variant_a,0.0
2403,variant_a,0.0507
2404,variant_a,0.0008
2405,variant_a,0.0251
2406,variant_a,0.0456
2407,variant_a,0.034
2408,variant_a,0.7777
2409,variant_a,0.0165
2410,variant_a,0.005
2411,variant_a,0.0861
2412,variant_a,0.0189
2413,variant_a,0.0077
2414,variant_a,0.2522
2415,variant_a,0.089
2416,variant_a,0.0357
2417,variant_a,0.0124
2418,variant_a,0.0615
2419,variant_a,0.1155
2420,variant_a,0.0627
2421,variant_a,0.0757
2422,variant_a,0.3538
2423,variant_a,0.1213
2424,variant_a,0.0123
2425,variant_a,0.0326
2426,variant_a,1.5083
2427,variant_a,0.1
2428,variant_a,0.004
2429,variant_a,0.0051
2430,variant_a,0.0116
2431,variant_a,0.0119
2432,variant_a,0.604
2433,variant_a,0.0164
2434,variant_a,0.0233
2435,variant_a,0.1001
2436,variant_a,0.051
2437,variant_a,0.026
2438,variant_a,0.0212
2439,variant_a,0.0045
2440,variant_a,0.0
2441,variant_a,0.0472
2442,variant_a,0.0116
2443,variant_a,0.0179
2444,variant_a,0.0055
2445,variant_a,0.081
2446,variant_a,0.0032
2447,variant_a,0.2893
2448,variant_a,0.143
2449,variant_a,0.0519
2450,variant_a,0.0227
2451,variant_a,2.0193
2452,variant_a,0.004
2453,variant_a,0.0071
2454,variant_a,0.023
2455,variant_a,0.2224
2456,variant_a,0.1124
2457,variant_a,0.0337
2458,variant_a,0.0005
2459,variant_a,0.0
2460,variant_a,0.0299
2461,variant_a,0.0167
2462,variant_a,0.0
2463,variant_a,0.007
2464,variant_a,0.0295
2465,variant_a,0.2479
2466,variant_a,0.0292
2467,variant_a,0.0013
2468,variant_a,0.1397
2469,variant_a,0.0009
2470,variant_a,0.0079
2471,variant_a,0.013
2472,variant_a,0.0242
2473,variant_a,0.0059
2474,variant_a,0.0133
2475,variant_a,0.0013
2476,variant_a,0.0
2477,variant_a,0.0017
2478,variant_a,0.0325
2479,variant_a,12.6421
2480,variant_a,0.061
2481,variant_a,0.4821
2482,variant_a,0.0026
2483,variant_a,0.1632
2484,variant_a,0.2804
2485,variant_a,0.022
2486,variant_a,0.0107
2487,variant_a,0.0409
2488,variant_a,0.0
2489,variant_a,0.1149
2490,variant_a,0.0004
2491,variant_a,0.0257
2492,variant_a,0.1678
2493,variant_a,0.0151
2494,variant_a,0.0
2495,variant_a,0.0148
2496,variant_a,0.0119
2497,variant_a,0.1249
2498,variant_a,0.029
2499,variant_a,0.0392
2500,variant_a,0.0
2501,variant_a,0.0761
2502,variant_a,0.037
2503,variant_a,0.025
2504,variant_a,0.2161
2505,variant_a,0.043
2506,variant_a,0.0222
2507,variant_a,0.0098
2508,variant_a,0.0
2509,variant_a,0.0066
2510,variant_a,0.5549
2511,variant_a,0.0041
2512,variant_a,0.0
2513,variant_a,0.0031
2514,variant_a,0.0212
2515,variant_a,0.0011
2516,variant_a,0.8607
2517,variant_a,0.0069
2518,variant_a,0.027
2519,variant_a,0.0038
2520,variant_a,0.0106
2521,variant_a,0.0
2522,variant_a,0.0
2523,variant_a,0.001
2524,variant_a,0.0
2525,variant_a,0.0034
2526,variant_a,0.0564
2527,variant_a,0.0013
2528,variant_a,0.1302
2529,variant_a,0.1668
2530,variant_a,0.0245
2531,variant_a,1.0616
2532,variant_a,0.0353
2533,variant_a,0.0038
2534,variant_a,0.1069
2535,variant_a,0.0122
2536,variant_a,0.0027
2537,variant_a,0.1889
2538,variant_a,0.0228
2539,variant_a,0.005
2540,variant_a,0.0414
2541,variant_a,0.1762
2542,variant_a,0.6512
2543,variant_a,0.0056
2544,variant_a,0.0
2545,variant_a,0.0
2546,variant_a,0.0553
2547,variant_a,0.0107
2548,variant_a,0.0123
2549,variant_a,0.0052
2550,variant_a,0.0085
2551,variant_a,0.0
2552,variant_a,0.165
2553,variant_a,0.0254
2554,variant_a,0.01
2555,variant_a,0.0964
2556,variant_a,0.2968
2557,variant_a,0.3145
2558,variant_a,0.0524
2559,variant_a,1.2659
2560,variant_a,0.0
2561,variant_a,0.0384
2562,variant_a,0.0058
2563,variant_a,1.9783
2564,variant_a,1.9212
2565,variant_a,0.007
2566,variant_a,0.022
2567,variant_a,0.4518
2568,variant_a,0.0051
2569,variant_a,0.0014
2570,variant_a,0.0223
2571,variant_a,0.0184
2572,variant_a,0.0082
2573,variant_a,0.0137
2574,variant_a,0.0
2575,variant_a,0.0
2576,variant_a,0.004
2577,variant_a,0.0007
2578,variant_a,0.015
2579,variant_a,0.091
2580,variant_a,0.0003
2581,variant_a,0.0245
2582,variant_a,0.0416
2583,variant_a,0.0161
2584,variant_a,0.0184
2585,variant_a,0.0241
2586,variant_a,0.1908
2587,variant_a,0.0092
2588,variant_a,0.0
2589,variant_a,0.0035
2590,variant_a,0.0254
2591,variant_a,0.0109
2592,variant_a,0.2879
2593,variant_a,0.0017
2594,variant_a,0.0
2595,variant_a,0.1047
2596,variant_a,0.418
2597,variant_a,0.0442
2598,variant_a,0.0104
2599,variant_a,0.0002
2600,variant_a,0.0162
2601,variant_a,0.0256
2602,variant_a,0.0087
2603,variant_a,0.0006
2604,variant_a,0.0
2605,variant_a,0.0143
2606,variant_a,0.3078
2607,variant_a,0.0132
2608,variant_a,0.0112
2609,variant_a,0.3338
2610,variant_a,0.015
2611,variant_a,0.0
2612,variant_a,0.0
2613,variant_a,0.0121
2614,variant_a,0.0664
2615,variant_a,0.0
2616,variant_a,0.0
2617,variant_a,0.0015
2618,variant_a,0.0976
2619,variant_a,0.027
2620,variant_a,0.3155
2621,variant_a,0.0753
2622,variant_a,0.0662
2623,variant_a,0.0463
2624,variant_a,0.0252
2625,variant_a,0.0659
2626,variant_a,0.0445
2627,variant_a,0.0403
2628,variant_a,0.0166
2629,variant_a,0.0967
2630,variant_a,0.3417
2631,variant_a,0.0686
2632,variant_a,0.0
2633,variant_a,0.0027
2634,variant_a,0.0127
2635,variant_a,0.0
2636,variant_a,0.0009
2637,variant_a,0.0019
2638,variant_a,0.0
2639,variant_a,0.0391
2640,variant_a,0.0154
2641,variant_a,0.0383
2642,variant_a,0.0093
2643,variant_a,0.0204
2644,variant_a,0.2125
2645,variant_a,0.0
2646,variant_a,0.1638
2647,variant_a,0.002
2648,variant_a,0.001
2649,variant_a,0.0019
2650,variant_a,0.0222
2651,variant_a,0.0547
2652,variant_a,0.0028
2653,variant_a,0.0002
2654,variant_a,0.0
2655,variant_a,0.007
2656,variant_a,0.0011
2657,variant_a,0.1138
2658,variant_a,0.0026
2659,variant_a,0.5107
2660,variant_a,1.0922
2661,variant_a,0.0953
2662,variant_a,0.1554
2663,variant_a,0.0043
2664,variant_a,0.0092
2665,variant_a,0.0031
2666,variant_a,0.007
2667,variant_a,0.0291
2668,variant_a,0.0
2669,variant_a,0.0162
2670,variant_a,0.059
2671,variant_a,0.3308
2672,variant_a,0.0411
2673,variant_a,0.0
2674,variant_a,0.2307
2675,variant_a,0.0001
2676,variant_a,0.0114
2677,variant_a,0.0009
2678,variant_a,0.0356
2679,variant_a,0.014
2680,variant_a,0.0545
2681,variant_a,0.3342
2682,variant_a,0.0005
2683,variant_a,0.2452
2684,variant_a,0.0697
2685,variant_a,0.0242
2686,variant_a,0.0246
2687,variant_a,0.0022
2688,variant_a,0.0376
2689,variant_a,0.0225
2690,variant_a,0.0098
2691,variant_a,0.0837
2692,variant_a,0.1562
2693,variant_a,0.0
2694,variant_a,0.0
2695,variant_a,0.0188
2696,variant_a,0.2611
2697,variant_a,0.0026
2698,variant_a,0.9629
2699,variant_a,0.0084
2700,variant_a,0.0
2701,variant_a,0.0512
2702,variant_a,0.1409
2703,variant_a,0.0515
2704,variant_a,0.0308
2705,variant_a,0.0867
2706,variant_a,0.0188
2707,variant_a,0.1067
2708,variant_a,0.0929
2709,variant_a,0.0791
2710,variant_a,0.011
2711,variant_a,0.1581
2712,variant_a,0.0064
2713,variant_a,0.026
2714,variant_a,0.0
2715,variant_a,0.0
2716,variant_a,0.2372
2717,variant_a,0.0527
2718,variant_a,0.0
2719,variant_a,0.01
2720,variant_a,0.0145
2721,variant_a,0.02
2722,variant_a,0.0154
2723,variant_a,0.0296
2724,variant_a,1.3474
2725,variant_a,0.0262
2726,variant_a,0.0
2727,variant_a,0.0138
2728,variant_a,0.054
2729,variant_a,0.0015
2730,variant_a,0.3279
2731,variant_a,0.0036
2732,variant_a,0.0025
2733,variant_a,3.5377
2734,variant_a,0.4489
2735,variant_a,0.0003
2736,variant_a,0.0
2737,variant_a,0.1476
2738,variant_a,0.0
2739,variant_a,0.0
2740,variant_a,0.0362
2741,variant_a,0.0
2742,variant_a,0.0212
2743,variant_a,0.0772
2744,variant_a,0.0006
2745,variant_a,0.0236
2746,variant_a,0.0
2747,variant_a,0.0011
2748,variant_a,0.0256
2749,variant_a,0.0253
2750,variant_a,0.0004
2751,variant_a,0.004
2752,variant_a,0.0922
2753,variant_a,0.0001
2754,variant_a,0.0008
2755,variant_a,1.5407
2756,variant_a,0.0159
2757,variant_a,0.0042
2758,variant_a,0.006
2759,variant_a,0.1588
2760,variant_a,0.4621
2761,variant_a,0.0046
2762,variant_a,0.1032
2763,variant_a,0.4561
2764,variant_a,0.1057
2765,variant_a,0.0194
2766,variant_a,0.1243
2767,variant_a,0.9941
2768,variant_a,0.1143
2769,variant_a,0.0265
2770,variant_a,0.0028
2771,variant_a,0.0514
2772,variant_a,0.0
2773,variant_a,0.1602
2774,variant_a,0.0419
2775,variant_a,0.0328
2776,variant_a,0.0413
2777,variant_a,0.0044
2778,variant_a,0.0201
2779,variant_a,0.0485
2780,variant_a,0.0022
2781,variant_a,0.1314
2782,variant_a,0.2752
2783,variant_a,0.001
2784,variant_a,0.5976
2785,variant_a,0.0902
2786,variant_a,0.0209
2787,variant_a,0.0094
2788,variant_a,0.0107
2789,variant_a,0.0148
2790,variant_a,0.001
2791,variant_a,0.0013
2792,variant_a,0.0723
2793,variant_a,0.0
2794,variant_a,0.0023
2795,variant_a,0.0865
2796,variant_b,0.0
2797,variant_b,0.248
2798,variant_b,0.0691
2799,variant_b,0.001
2800,variant_b,0.3238
2801,variant_b,0.0335
2802,variant_b,0.0006
2803,variant_b,0.0325
2804,variant_b,0.0119
2805,variant_b,0.0165
2806,variant_b,0.0338
2807,variant_b,0.0006
2808,variant_b,0.0038
2809,variant_b,0.3237
2810,variant_b,0.0013
2811,variant_b,0.0222
2812,variant_b,0.0779
2813,variant_b,0.0011
2814,variant_b,0.0069
2815,variant_b,0.1453
2816,variant_b,0.0318
2817,variant_b,0.0145
2818,variant_b,0.2898
2819,variant_b,0.0032
2820,variant_b,0.0624
2821,variant_b,0.703
2822,variant_b,0.0054
2823,variant_b,0.0158
2824,variant_b,0.1067
2825,variant_b,0.0037
2826,variant_b,0.0573
2827,variant_b,3.6149
2828,variant_b,0.2917
2829,variant_b,0.0524
2830,variant_b,0.0006
2831,variant_b,0.0055
2832,variant_b,0.0356
2833,variant_b,0.0079
2834,variant_b,0.1653
2835,variant_b,0.0182
2836,variant_b,0.0241
2837,variant_b,0.0333
2838,variant_b,0.0011
2839,variant_b,0.1567
2840,variant_b,0.4695
2841,variant_b,0.1743
2842,variant_b,0.0315
2843,variant_b,0.0005
2844,variant_b,0.0299
2845,variant_b,0.0
2846,variant_b,1.6267
2847,variant_b,0.0
2848,variant_b,0.0081
2849,variant_b,0.0042
2850,variant_b,0.1154
2851,variant_b,0.5256
2852,variant_b,0.0604
2853,variant_b,0.0035
2854,variant_b,0.0244
2855,variant_b,0.0246
2856,variant_b,0.6952
2857,variant_b,0.0228
2858,variant_b,0.0186
2859,variant_b,0.023
2860,variant_b,0.5289
2861,variant_b,0.0
2862,variant_b,0.0725
2863,variant_b,0.0
2864,variant_b,0.0005
2865,variant_b,0.0055
2866,variant_b,0.0072
2867,variant_b,0.0188
2868,variant_b,0.0004
2869,variant_b,0.0
2870,variant_b,0.0668
2871,variant_b,0.0303
2872,variant_b,0.3147
2873,variant_b,0.2513
2874,variant_b,0.0357
2875,variant_b,0.4951
2876,variant_b,0.135
2877,variant_b,0.0308
2878,variant_b,0.0298
2879,variant_b,0.1618
2880,variant_b,0.0416
2881,variant_b,0.0223
2882,variant_b,0.0848
2883,variant_b,0.1711
2884,variant_b,0.0109
2885,variant_b,0.0002
2886,variant_b,0.0271
2887,variant_b,0.035
2888,variant_b,0.0011
2889,variant_b,0.0008
2890,variant_b,0.0006
2891,variant_b,0.0249
2892,variant_b,0.0863
2893,variant_b,0.0203
2894,variant_b,0.0235
2895,variant_b,0.4322
2896,variant_b,0.0017
2897,variant_b,1.3523
2898,variant_b,0.0186
2899,variant_b,0.0037
2900,variant_b,0.0014
2901,variant_b,0.0004
2902,variant_b,0.0139
2903,variant_b,0.0721
2904,variant_b,0.0255
2905,variant_b,0.0
2906,variant_b,0.0899
2907,variant_b,0.0518
2908,variant_b,0.0032
2909,variant_b,0.0084
2910,variant_b,0.0
2911,variant_b,0.0497
2912,variant_b,0.0209
2913,variant_b,0.0155
2914,variant_b,0.0015
2915,variant_b,0.1249
2916,variant_b,0.0
2917,variant_b,0.0394
2918,variant_b,0.0729
2919,variant_b,0.2676
2920,variant_b,0.0
2921,variant_b,0.0991
2922,variant_b,0.4012
2923,variant_b,0.0
2924,variant_b,0.0028
2925,variant_b,0.0038
2926,variant_b,0.0103
2927,variant_b,0.395
2928,variant_b,0.0221
2929,variant_b,0.1985
2930,variant_b,0.0295
2931,variant_b,0.0011
2932,variant_b,0.0077
2933,variant_b,0.0005
2934,variant_b,0.02
2935,variant_b,0.0
2936,variant_b,0.0049
2937,variant_b,0.0113
2938,variant_b,0.0618
2939,variant_b,0.021
2940,variant_b,11.8647
2941,variant_b,0.1233
2942,variant_b,0.0098
2943,variant_b,0.0227
2944,variant_b,0.1876
2945,variant_b,0.0751
2946,variant_b,1.6328
2947,variant_b,0.1326
2948,variant_b,0.1613
2949,variant_b,0.0155
2950,variant_b,0.013
2951,variant_b,0.014
2952,variant_b,0.0157
2953,variant_b,0.122
2954,variant_b,0.353
2955,variant_b,0.0
2956,variant_b,0.0069
2957,variant_b,0.2876
2958,variant_b,0.0134
2959,variant_b,3.3173
2960,variant_b,0.0283
2961,variant_b,0.2093
2962,variant_b,0.1407
2963,variant_b,0.0033
2964,variant_b,0.0127
2965,variant_b,0.0179
2966,variant_b,0.0167
2967,variant_b,0.0786
2968,variant_b,0.6083
2969,variant_b,0.0158
2970,variant_b,0.0159
2971,variant_b,1.6988
2972,variant_b,0.0049
2973,variant_b,1.049
2974,variant_b,0.0
2975,variant_b,0.7768
2976,variant_b,0.0011
2977,variant_b,0.1401
2978,variant_b,0.0013
2979,variant_b,0.0232
2980,variant_b,0.0007
2981,variant_b,0.1152
2982,variant_b,0.0
2983,variant_b,0.5263
2984,variant_b,0.0
2985,variant_b,0.0151
2986,variant_b,0.247
2987,variant_b,0.0631
2988,variant_b,0.2167
2989,variant_b,0.0001
2990,variant_b,0.506
2991,variant_b,0.0607
2992,variant_b,0.0112
2993,variant_b,0.0068
2994,variant_b,1.139
2995,variant_b,0.0494
2996,variant_b,0.0106
2997,variant_b,0.2475
2998,variant_b,0.0173
2999,variant_b,0.0
3000,variant_b,0.0434
3001,variant_b,0.0221
3002,variant_b,0.0544
3003,variant_b,0.02
3004,variant_b,0.0012
3005,variant_b,0.0049
3006,variant_b,0.0003
3007,variant_b,0.0
3008,variant_b,0.005
3009,variant_b,0.0299
3010,variant_b,0.0309
3011,variant_b,0.3929
3012,variant_b,0.0118
3013,variant_b,0.0086
3014,variant_b,0.0216
3015,variant_b,0.0231
3016,variant_b,0.1761
3017,variant_b,0.0031
3018,variant_b,0.0698
3019,variant_b,0.089
3020,variant_b,0.0045
3021,variant_b,0.003
3022,variant_b,0.0236
3023,variant_b,0.0
3024,variant_b,0.3436
3025,variant_b,0.0123
3026,variant_b,0.2276
3027,variant_b,0.0005
3028,variant_b,0.1113
3029,variant_b,0.0093
3030,variant_b,0.0212
3031,variant_b,0.059
3032,variant_b,0.0001
3033,variant_b,0.1247
3034,variant_b,0.4226
3035,variant_b,0.0404
3036,variant_b,0.1848
3037,variant_b,0.0786
3038,variant_b,0.0
3039,variant_b,0.0916
3040,variant_b,0.0168
3041,variant_b,0.0035
3042,variant_b,0.4918
3043,variant_b,0.0384
3044,variant_b,0.4496
3045,variant_b,0.0234
3046,variant_b,0.007
3047,variant_b,0.0299
3048,variant_b,0.0507
3049,variant_b,0.0465
3050,variant_b,0.0002
3051,variant_b,0.1663
3052,variant_b,0.0179
3053,variant_b,0.0653
3054,variant_b,0.0108
3055,variant_b,0.0043
3056,variant_b,0.0557
3057,variant_b,0.0008
3058,variant_b,0.0012
3059,variant_b,0.3624
3060,variant_b,1.4446
3061,variant_b,0.1339
3062,variant_b,0.0102
3063,variant_b,0.0
3064,variant_b,0.0992
3065,variant_b,0.0165
3066,variant_b,0.0036
3067,variant_b,0.0014
3068,variant_b,0.0017
3069,variant_b,0.0171
3070,variant_b,0.0107
3071,variant_b,0.0954
3072,variant_b,0.0
3073,variant_b,0.0019
3074,variant_b,0.0111
3075,variant_b,0.1398
3076,variant_b,3.5377
3077,variant_b,0.1247
3078,variant_b,0.1324
3079,variant_b,0.5587
3080,variant_b,0.0
3081,variant_b,2.5391
3082,variant_b,0.1349
3083,variant_b,0.3302
3084,variant_b,0.0445
3085,variant_b,0.3291
3086,variant_b,0.0065
3087,variant_b,0.0445
3088,variant_b,0.0533
3089,variant_b,0.0063
3090,variant_b,0.088
3091,variant_b,0.0886
3092,variant_b,0.0171
3093,variant_b,0.0023
3094,variant_b,0.0065
3095,variant_b,0.0021
3096,variant_b,0.0627
3097,variant_b,0.025
3098,variant_b,0.0
3099,variant_b,0.1446
3100,variant_b,0.0009
3101,variant_b,0.0522
3102,variant_b,0.0026
3103,variant_b,0.0178
3104,variant_b,0.0028
3105,variant_b,0.1265
3106,variant_b,0.1279
3107,variant_b,0.0387
3108,variant_b,0.0159
3109,variant_b,0.0009
3110,variant_b,0.0
3111,variant_b,0.3484
3112,variant_b,0.0143
3113,variant_b,0.0002
3114,variant_b,0.0
3115,variant_b,0.0115
3116,variant_b,0.0569
3117,variant_b,0.0
3118,variant_b,0.0036
3119,variant_b,0.0144
3120,variant_b,0.017
3121,variant_b,0.0
3122,variant_b,0.0673
3123,variant_b,0.0002
3124,variant_b,0.003
3125,variant_b,0.0042
3126,variant_b,0.0114
3127,variant_b,0.0189
3128,variant_b,0.0259
3129,variant_b,0.013
3130,variant_b,0.1043
3131,variant_b,0.0154
3132,variant_b,0.057
3133,variant_b,1.0057
3134,variant_b,2.1244
3135,variant_b,0.1684
3136,variant_b,0.0028
3137,variant_b,0.0575
3138,variant_b,0.0443
3139,variant_b,0.1384
3140,variant_b,0.0193
3141,variant_b,0.0237
3142,variant_b,0.0887
3143,variant_b,0.0881
3144,variant_b,0.0186
3145,variant_b,0.121
3146,variant_b,0.0388
3147,variant_b,1.3407
3148,variant_b,0.0
3149,variant_b,0.0762
3150,variant_b,0.001
3151,variant_b,0.0105
3152,variant_b,0.007
3153,variant_b,0.1485
3154,variant_b,1.0757
3155,variant_b,0.0029
3156,variant_b,0.0
3157,variant_b,0.0079
3158,variant_b,0.4888
3159,variant_b,0.5003
3160,variant_b,0.4999
3161,variant_b,0.0006
3162,variant_b,0.0014
3163,variant_b,0.0103
3164,variant_b,0.0
3165,variant_b,0.1401
3166,variant_b,0.0004
3167,variant_b,0.2401
3168,variant_b,0.1448
3169,variant_b,0.0096
3170,variant_b,0.0824
3171,variant_b,0.0226
3172,variant_b,0.0107
3173,variant_b,0.0631
3174,variant_b,0.1373
3175,variant_b,0.3972
3176,variant_b,0.0261
3177,variant_b,0.3203
3178,variant_b,0.1493
3179,variant_b,0.0
3180,variant_b,0.0232
3181,variant_b,0.3024
3182,variant_b,0.0006
3183,variant_b,0.6506
3184,variant_b,0.0124
3185,variant_b,0.058
3186,variant_b,0.0132
3187,variant_b,0.1191
3188,variant_b,0.0062
3189,variant_b,0.0311
3190,variant_b,0.0188
3191,variant_b,0.0
3192,variant_b,0.0109
3193,variant_b,0.0576
3194,variant_b,2.619
3195,variant_b,0.0588
3196,variant_b,0.0014
3197,variant_b,0.0051
3198,variant_b,0.1106
3199,variant_b,0.0307
3200,variant_b,0.0121
3201,variant_b,0.0
3202,variant_b,0.0
3203,variant_b,0.0107
3204,variant_b,0.1823
3205,variant_b,0.0073
3206,variant_b,0.007
3207,variant_b,0.1386
3208,variant_b,0.0003
3209,variant_b,0.1731
3210,variant_b,0.0001
3211,variant_b,0.0197
3212,variant_b,0.0731
3213,variant_b,0.0171
3214,variant_b,0.0011
3215,variant_b,0.0004
3216,variant_b,0.0039
3217,variant_b,0.0913
3218,variant_b,0.0092
3219,variant_b,0.046
3220,variant_b,1.6345
3221,variant_b,0.0112
3222,variant_b,0.002
3223,variant_b,0.0001
3224,variant_b,0.003
3225,variant_b,0.2796
3226,variant_b,0.0382
3227,variant_b,0.158
3228,variant_b,0.0633
3229,variant_b,0.0029
3230,variant_b,0.0185
3231,variant_b,0.1662
3232,variant_b,0.0075
3233,variant_b,0.2043
3234,variant_b,0.1304
3235,variant_b,0.0217
3236,variant_b,0.1376
3237,variant_b,0.0489
3238,variant_b,0.1259
3239,variant_b,0.0587
3240,variant_b,0.0
3241,variant_b,0.7447
3242,variant_b,0.0825
3243,variant_b,0.0001
3244,variant_b,0.0085
3245,variant_b,0.0428
3246,variant_b,0.0004
3247,variant_b,0.1129
3248,variant_b,0.2045
3249,variant_b,0.007
3250,variant_b,0.0088
3251,variant_b,0.0164
3252,variant_b,0.0949
3253,variant_b,0.1253
3254,variant_b,0.0022
3255,variant_b,0.4024
3256,variant_b,0.0036
3257,variant_b,0.0008
3258,variant_b,0.0376
3259,variant_b,0.0223
3260,variant_b,0.0142
3261,variant_b,0.0
3262,variant_b,0.0278
3263,variant_b,0.0062
3264,variant_b,0.0328
3265,variant_b,0.006
3266,variant_b,0.0003
3267,variant_b,0.1322
3268,variant_b,0.0162
3269,variant_b,0.2179
3270,variant_b,0.0042
3271,variant_b,0.0146
3272,variant_b,0.0248
3273,variant_b,0.0848
3274,variant_b,0.0534
3275,variant_b,0.2614
3276,variant_b,0.0072
3277,variant_b,0.0133
3278,variant_b,0.0896
3279,variant_b,0.0
3280,variant_b,1.1893
3281,variant_b,0.0051
3282,variant_b,0.0894
3283,variant_b,0.0053
3284,variant_b,7.4516
3285,variant_b,0.0105
3286,variant_b,0.0004
3287,variant_b,0.0
3288,variant_b,0.2051
3289,variant_b,0.2128
3290,variant_b,0.0542
3291,variant_b,0.2274
3292,variant_b,0.0002
3293,variant_b,0.0
3294,variant_b,0.0109
3295,variant_b,0.0041
3296,variant_b,0.0074
3297,variant_b,0.0022
3298,variant_b,0.0452
3299,variant_b,0.0349
3300,variant_b,1.1033
3301,variant_b,0.0425
3302,variant_b,0.0
3303,variant_b,0.0015
3304,variant_b,0.0215
3305,variant_b,0.0011
3306,variant_b,0.1668
3307,variant_b,0.0389
3308,variant_b,0.0095
3309,variant_b,0.0
3310,variant_b,0.0066
3311,variant_b,0.0087
3312,variant_b,0.3437
3313,variant_b,0.1458
3314,variant_b,0.1401
3315,variant_b,0.1159
3316,variant_b,0.0
3317,variant_b,0.0153
3318,variant_b,0.0007
3319,variant_b,0.023
3320,variant_b,0.1139
3321,variant_b,0.0178
3322,variant_b,0.0157
3323,variant_b,0.0126
3324,variant_b,0.0019
3325,variant_b,0.6579
3326,variant_b,0.0063
3327,variant_b,0.0419
3328,variant_b,0.0047
3329,variant_b,0.0
3330,variant_b,0.0026
3331,variant_b,0.0102
3332,variant_b,0.1662
3333,variant_b,0.1225
3334,variant_b,0.0
3335,variant_b,0.2162
3336,variant_b,0.0442
3337,variant_b,0.0158
3338,variant_b,0.0913
3339,variant_b,0.0
3340,variant_b,0.0958
3341,variant_b,1.5857
3342,variant_b,0.0313
3343,variant_b,0.0687
3344,variant_b,0.1916
3345,variant_b,0.0078
3346,variant_b,0.0545
3347,variant_b,0.0107
3348,variant_b,0.017
3349,variant_b,0.2081
3350,variant_b,0.0
3351,variant_b,0.0052
3352,variant_b,0.4657
3353,variant_b,0.0
3354,variant_b,0.0019
3355,variant_b,0.1013
3356,variant_b,3.4896
3357,variant_b,0.0764
3358,variant_b,0.0046
3359,variant_b,0.0105
3360,variant_b,1.3019
3361,variant_b,0.0209
3362,variant_b,0.0116
3363,variant_b,0.7332
3364,variant_b,0.1813
3365,variant_b,0.0288
3366,variant_b,0.3615
