,variant,value
16064,variant_a,0.0037
16065,variant_a,0.0221
16066,variant_a,0.0007
16067,variant_a,0.0016
16068,variant_a,0.0007
16069,variant_a,0.0
16070,variant_a,0.0001
16071,variant_a,0.0103
16072,variant_a,0.0641
16073,variant_a,0.3039
16074,variant_a,0.0994
16075,variant_a,0.0016
16076,variant_a,0.1238
16077,variant_a,0.0
16078,variant_a,0.0029
16079,variant_a,0.0025
16080,variant_a,0.9625
16081,variant_a,0.0423
16082,variant_a,0.0191
16083,variant_a,0.0194
16084,variant_a,0.0459
16085,variant_a,0.0519
16086,variant_a,0.859
16087,variant_a,0.0038
16088,variant_a,0.0405
16089,variant_a,0.0237
16090,variant_a,0.0279
16091,variant_a,0.0403
16092,variant_a,0.0486
16093,variant_a,0.0351
16094,variant_a,0.0016
16095,variant_a,0.0214
16096,variant_a,0.0207
16097,variant_a,0.0976
16098,variant_a,0.0069
16099,variant_a,5.668
16100,variant_a,0.0001
16101,variant_a,0.0265
16102,variant_a,0.1295
16103,variant_a,0.1135
16104,variant_a,0.068
16105,variant_a,0.0168
16106,variant_a,0.317
16107,variant_a,0.1906
16108,variant_a,0.0
16109,variant_a,0.0
16110,variant_a,0.0789
16111,variant_a,0.2474
16112,variant_a,0.0237
16113,variant_a,0.0267
16114,variant_a,2.776
16115,variant_a,0.0617
16116,variant_a,0.0
16117,variant_a,0.0309
16118,variant_a,0.2891
16119,variant_a,0.0978
16120,variant_a,0.0202
16121,variant_a,0.0
16122,variant_a,0.0025
16123,variant_a,0.3356
16124,variant_a,0.0433
16125,variant_a,0.7593
16126,variant_a,0.0
16127,variant_a,0.03
16128,variant_a,0.0079
16129,variant_a,0.0002
16130,variant_a,0.0015
16131,variant_a,0.025
16132,variant_a,0.024
16133,variant_a,0.195
16134,variant_a,0.0037
16135,variant_a,0.2444
16136,variant_a,0.1347
16137,variant_a,0.0279
16138,variant_a,0.9397
16139,variant_a,0.2924
16140,variant_a,0.0028
16141,variant_a,0.1398
16142,variant_a,0.5564
16143,variant_a,0.0388
16144,variant_a,0.1529
16145,variant_a,0.011
16146,variant_a,0.016
16147,variant_a,0.1116
16148,variant_a,0.0562
16149,variant_a,0.002
16150,variant_a,0.0714
16151,variant_a,0.1217
16152,variant_a,0.0287
16153,variant_a,0.3226
16154,variant_a,0.0029
16155,variant_a,0.0112
16156,variant_a,0.0
16157,variant_a,0.0017
16158,variant_a,0.0079
16159,variant_a,0.0001
16160,variant_a,0.641
16161,variant_a,1.854
16162,variant_a,0.1965
16163,variant_a,0.1264
16164,variant_a,0.9395
16165,variant_a,0.0
16166,variant_a,0.0011
16167,variant_a,0.0698
16168,variant_a,0.0143
16169,variant_a,0.0897
16170,variant_a,0.0693
16171,variant_a,0.069
16172,variant_a,0.0508
16173,variant_a,0.0
16174,variant_a,0.0007
16175,variant_a,0.2279
16176,variant_a,0.2413
16177,variant_a,0.019
16178,variant_a,0.0158
16179,variant_a,0.1148
16180,variant_a,0.0236
16181,variant_a,0.0
16182,variant_a,0.0759
16183,variant_a,0.107
16184,variant_a,0.023
16185,variant_a,0.0136
16186,variant_a,0.0266
16187,variant_a,2.8578
16188,variant_a,0.0182
16189,variant_a,0.0052
16190,variant_a,0.0189
16191,variant_a,0.0003
16192,variant_a,0.8318
16193,variant_a,0.0
16194,variant_a,1.5962
16195,variant_a,0.0135
16196,variant_a,0.0107
16197,variant_a,0.0029
16198,variant_a,0.1043
16199,variant_a,0.3729
16200,variant_a,0.0023
16201,variant_a,0.0255
16202,variant_a,0.2094
16203,variant_a,0.0233
16204,variant_a,0.0676
16205,variant_a,0.01
16206,variant_a,0.0
16207,variant_a,0.0146
16208,variant_a,0.0006
16209,variant_a,0.0146
16210,variant_a,0.0907
16211,variant_a,0.432
16212,variant_a,0.0394
16213,variant_a,0.0
16214,variant_a,0.0355
16215,variant_a,0.0025
16216,variant_a,0.6332
16217,variant_a,0.0391
16218,variant_a,0.0281
16219,variant_a,0.0106
16220,variant_a,0.045
16221,variant_a,0.0293
16222,variant_a,0.0189
16223,variant_a,0.0
16224,variant_a,0.0188
16225,variant_a,0.0639
16226,variant_a,0.0135
16227,variant_a,0.0344
16228,variant_a,0.0366
16229,variant_a,0.0165
16230,variant_a,0.0333
16231,variant_a,0.0646
16232,variant_a,0.0055
16233,variant_a,0.0645
16234,variant_a,0.0139
16235,variant_a,0.496
16236,variant_a,0.06
16237,variant_a,0.1331
16238,variant_a,0.0548
16239,variant_a,0.0777
16240,variant_a,0.226
16241,variant_a,0.0
16242,variant_a,0.0437
16243,variant_a,0.0026
16244,variant_a,0.2918
16245,variant_a,0.0039
16246,variant_a,0.0561
16247,variant_a,0.0232
16248,variant_a,0.1469
16249,variant_a,0.0061
16250,variant_a,0.0301
16251,variant_a,0.0222
16252,variant_a,0.0031
16253,variant_a,0.0062
16254,variant_a,0.2404
16255,variant_a,0.0064
16256,variant_a,0.7459
16257,variant_a,0.0603
16258,variant_a,0.0141
16259,variant_a,0.0147
16260,variant_a,0.0718
16261,variant_a,0.0059
16262,variant_a,0.0
16263,variant_a,0.001
16264,variant_a,0.1396
16265,variant_a,0.0473
16266,variant_a,0.1969
16267,variant_a,0.0219
16268,variant_a,0.1998
16269,variant_a,1.0254
16270,variant_a,0.0397
16271,variant_a,0.0135
16272,variant_a,0.0
16273,variant_a,0.0254
16274,variant_a,0.0083
16275,variant_a,0.1595
16276,variant_a,0.0004
16277,variant_a,0.608
16278,variant_a,0.0069
16279,variant_a,0.0132
16280,variant_a,0.0031
16281,variant_a,0.0006
16282,variant_a,0.4982
16283,variant_a,0.0706
16284,variant_a,0.0205
16285,variant_a,0.0419
16286,variant_a,0.0297
16287,variant_a,0.2314
16288,variant_a,0.0984
16289,variant_a,0.0039
16290,variant_a,2.2925
16291,variant_a,0.4648
16292,variant_a,0.3394
16293,variant_a,0.0
16294,variant_a,0.5939
16295,variant_a,0.0022
16296,variant_a,0.0024
16297,variant_a,0.0033
16298,variant_a,0.0226
16299,variant_a,0.1895
16300,variant_a,0.0
16301,variant_a,0.2484
16302,variant_a,0.0413
16303,variant_a,0.0009
16304,variant_a,0.0149
16305,variant_a,0.0082
16306,variant_a,0.0154
16307,variant_a,0.0001
16308,variant_a,0.1828
16309,variant_a,0.0016
16310,variant_a,0.2757
16311,variant_a,0.0125
16312,variant_a,0.0279
16313,variant_a,0.002
16314,variant_a,0.0665
16315,variant_a,0.0
16316,variant_a,0.3026
16317,variant_a,0.0976
16318,variant_a,0.0021
16319,variant_a,0.0615
16320,variant_a,0.0043
16321,variant_a,0.0442
16322,variant_a,0.0499
16323,variant_a,0.0892
16324,variant_a,0.1078
16325,variant_a,0.075
16326,variant_a,0.0635
16327,variant_a,0.0073
16328,variant_a,0.0006
16329,variant_a,0.0127
16330,variant_a,0.0014
16331,variant_a,0.4957
16332,variant_a,0.0471
16333,variant_a,0.0004
16334,variant_a,0.0211
16335,variant_a,0.0003
16336,variant_a,0.0151
16337,variant_a,0.0463
16338,variant_a,0.0132
16339,variant_a,0.0003
16340,variant_a,0.254
16341,variant_a,1.3195
16342,variant_a,0.0171
16343,variant_a,0.0593
16344,variant_a,0.001
16345,variant_a,0.0335
16346,variant_a,0.0991
16347,variant_a,0.0
16348,variant_a,0.0001
16349,variant_a,0.0765
16350,variant_a,0.519
16351,variant_a,0.0012
16352,variant_a,0.2042
16353,variant_a,0.0554
16354,variant_a,0.0009
16355,variant_a,0.9342
16356,variant_a,0.0161
16357,variant_a,0.005
16358,variant_a,0.0162
16359,variant_a,0.0001
16360,variant_a,0.0198
16361,variant_a,0.003
16362,variant_a,0.0388
16363,variant_a,0.0007
16364,variant_a,0.0002
16365,variant_a,0.0049
16366,variant_a,1.3812
16367,variant_a,0.0
16368,variant_a,0.0136
16369,variant_a,0.0134
16370,variant_a,0.0
16371,variant_a,0.0424
16372,variant_a,0.0638
16373,variant_a,0.027
16374,variant_a,0.38
16375,variant_a,0.0822
16376,variant_a,0.1105
16377,variant_a,0.1784
16378,variant_a,0.0382
16379,variant_a,0.0001
16380,variant_a,0.0768
16381,variant_a,0.0028
16382,variant_a,0.0052
16383,variant_a,0.0
16384,variant_a,0.1115
16385,variant_a,0.0001
16386,variant_a,0.0139
16387,variant_a,1.0553
16388,variant_a,0.2759
16389,variant_a,0.0433
16390,variant_a,0.0
16391,variant_a,0.5777
16392,variant_a,0.096
16393,variant_a,0.0
16394,variant_a,0.0304
16395,variant_a,0.1052
16396,variant_a,0.2779
16397,variant_a,0.0005
16398,variant_a,0.2132
16399,variant_a,0.1851
16400,variant_a,0.0017
16401,variant_a,0.189
16402,variant_a,0.3657
16403,variant_a,0.1297
16404,variant_a,0.0018
16405,variant_a,0.002
16406,variant_a,0.0
16407,variant_a,0.001
16408,variant_a,0.0099
16409,variant_a,0.2156
16410,variant_a,0.5555
16411,variant_a,0.0043
16412,variant_a,0.0005
16413,variant_a,0.0004
16414,variant_a,0.0221
16415,variant_a,0.0
16416,variant_a,0.0088
16417,variant_a,0.0073
16418,variant_a,0.0046
16419,variant_a,0.0061
16420,variant_a,0.0067
16421,variant_a,0.0006
16422,variant_a,0.0044
16423,variant_a,0.0474
16424,variant_a,0.0868
16425,variant_a,0.0008
16426,variant_a,2.1179
16427,variant_a,0.0112
16428,variant_a,0.001
16429,variant_a,0.0141
16430,variant_a,0.0064
16431,variant_a,0.0038
16432,variant_a,0.1806
16433,variant_a,0.0122
16434,variant_a,0.0025
16435,variant_a,0.0082
16436,variant_a,0.0261
16437,variant_a,0.0916
16438,variant_a,0.0082
16439,variant_a,0.0017
16440,variant_a,0.0077
16441,variant_a,0.0047
16442,variant_a,0.0242
16443,variant_a,0.0131
16444,variant_a,1.2761
16445,variant_a,0.0009
16446,variant_a,0.0879
16447,variant_a,0.0493
16448,variant_a,0.7094
16449,variant_a,0.1269
16450,variant_a,0.0603
16451,variant_a,0.0021
16452,variant_a,0.0347
16453,variant_a,0.0949
16454,variant_a,0.0065
16455,variant_a,0.0179
16456,variant_a,0.0
16457,variant_a,10.1993
16458,variant_a,0.0144
16459,variant_a,0.0707
16460,variant_a,0.2217
16461,variant_a,0.0322
16462,variant_a,0.0122
16463,variant_a,1.3346
16464,variant_a,0.0814
16465,variant_a,0.0045
16466,variant_a,0.058
16467,variant_a,0.0215
16468,variant_a,0.0266
16469,variant_a,0.0163
16470,variant_a,0.2148
16471,variant_a,0.0252
16472,variant_a,0.0189
16473,variant_a,0.0088
16474,variant_a,0.9489
16475,variant_a,0.1164
16476,variant_a,0.0067
16477,variant_a,0.0003
16478,variant_a,0.009
16479,variant_a,0.0024
16480,variant_a,0.0001
16481,variant_a,0.0158
16482,variant_a,0.5285
16483,variant_a,0.0
16484,variant_a,0.0772
16485,variant_a,0.0022
16486,variant_a,0.146
16487,variant_a,0.0006
16488,variant_a,0.0808
16489,variant_a,0.195
16490,variant_a,0.0
16491,variant_a,0.0646
16492,variant_a,0.4605
16493,variant_a,0.2685
16494,variant_a,0.0736
16495,variant_a,0.4368
16496,variant_a,0.1443
16497,variant_a,1.0696
16498,variant_a,0.4258
16499,variant_a,0.0378
16500,variant_a,0.063
16501,variant_a,0.8463
16502,variant_a,0.013
16503,variant_a,0.0661
16504,variant_a,0.035
16505,variant_a,0.0023
16506,variant_a,0.0939
16507,variant_a,0.0
16508,variant_a,0.2751
16509,variant_a,0.0024
16510,variant_a,0.0035
16511,variant_a,0.0102
16512,variant_a,0.0849
16513,variant_a,0.0183
16514,variant_a,0.0006
16515,variant_a,0.0242
16516,variant_a,0.0019
16517,variant_a,0.0323
16518,variant_a,0.075
16519,variant_a,0.1053
16520,variant_a,0.0004
16521,variant_a,0.03
16522,variant_a,0.0405
16523,variant_a,0.016
16524,variant_a,0.0004
16525,variant_a,0.1195
16526,variant_a,0.0735
16527,variant_a,0.1217
16528,variant_a,0.0104
16529,variant_a,0.3218
16530,variant_a,0.0044
16531,variant_a,0.0
16532,variant_a,0.0016
16533,variant_a,0.0
16534,variant_a,0.0295
16535,variant_a,0.3647
16536,variant_a,0.0
16537,variant_a,0.0112
16538,variant_a,0.0
16539,variant_a,0.0943
16540,variant_a,0.0019
16541,variant_a,0.0148
16542,variant_a,0.0104
16543,variant_a,0.002
16544,variant_a,0.0175
16545,variant_a,0.0652
16546,variant_a,0.2022
16547,variant_a,0.2363
16548,variant_a,0.0757
16549,variant_a,0.0051
16550,variant_a,0.1196
16551,variant_a,0.0029
16552,variant_a,0.0343
16553,variant_a,0.0212
16554,variant_a,0.0
16555,variant_a,0.2846
16556,variant_a,0.2586
16557,variant_a,0.0906
16558,variant_a,0.4455
16559,variant_a,1.4544
16560,variant_a,0.0369
16561,variant_a,0.5353
16562,variant_a,0.0208
16563,variant_a,0.0105
16564,variant_a,1.3585
16565,variant_a,0.0164
16566,variant_a,0.0042
16567,variant_a,0.045
16568,variant_a,0.0124
16569,variant_a,0.5701
16570,variant_a,0.4165
16571,variant_a,0.057
16572,variant_a,0.0204
16573,variant_a,0.0044
16574,variant_a,0.0154
16575,variant_a,0.0193
16576,variant_a,0.0486
16577,variant_a,0.0072
16578,variant_a,0.0278
16579,variant_a,0.3735
16580,variant_a,0.0015
16581,variant_a,0.0468
16582,variant_a,0.1038
16583,variant_a,0.0051
16584,variant_a,4.8622
16585,variant_a,0.0
16586,variant_a,0.009
16587,variant_a,0.022
16588,variant_a,0.0556
16589,variant_a,0.059
16590,variant_a,0.0079
16591,variant_a,0.002
16592,variant_a,0.0788
16593,variant_a,0.0007
16594,variant_a,0.0009
16595,variant_a,0.013
16596,variant_a,0.0
16597,variant_a,0.0
16598,variant_a,0.0382
16599,variant_a,0.0154
16600,variant_a,0.0001
16601,variant_a,0.0
16602,variant_a,0.01
16603,variant_a,0.0107
16604,variant_a,0.0007
16605,variant_a,0.0527
16606,variant_a,0.0595
16607,variant_a,0.0
16608,variant_a,0.0224
16609,variant_a,0.0045
16610,variant_a,0.0277
16611,variant_a,0.0568
16612,variant_a,0.1067
16613,variant_a,0.1248
16614,variant_a,0.0091
16615,variant_a,0.0202
16616,variant_a,0.0061
16617,variant_a,1.7914
16618,variant_a,0.0848
16619,variant_a,0.0187
16620,variant_a,1.5486
16621,variant_a,0.0849
16622,variant_a,0.0065
16623,variant_a,0.0
16624,variant_a,0.0009
16625,variant_a,0.0137
16626,variant_a,0.0994
16627,variant_a,0.0007
16628,variant_a,0.0729
16629,variant_a,0.0008
16630,variant_a,0.1989
16631,variant_a,0.1065
16632,variant_a,0.115
16633,variant_a,0.0009
16634,variant_a,0.0431
16635,variant_a,0.112
16636,variant_a,0.0059
16637,variant_a,0.0334
16638,variant_a,0.0034
16639,variant_a,0.0092
16640,variant_a,0.0044
16641,variant_a,0.0506
16642,variant_a,0.0018
16643,variant_a,0.1533
16644,variant_a,0.0004
16645,variant_a,0.0129
16646,variant_a,0.0
16647,variant_a,0.0007
16648,variant_a,0.0541
16649,variant_a,0.882
16650,variant_a,0.0345
16651,variant_a,0.0032
16652,variant_a,0.1025
16653,variant_a,0.1099
16654,variant_a,1.3788
16655,variant_a,0.1603
16656,variant_a,0.0902
16657,variant_a,0.2559
16658,variant_a,0.0009
16659,variant_a,0.0074
16660,variant_a,0.0547
16661,variant_a,0.138
16662,variant_a,0.1463
16663,variant_a,0.0003
16664,variant_a,0.0046
16665,variant_a,0.065
16666,variant_a,0.0282
16667,variant_a,0.2196
16668,variant_a,0.0026
16669,variant_a,0.0102
16670,variant_a,0.0013
16671,variant_a,0.0002
16672,variant_a,0.0269
16673,variant_a,0.1117
16674,variant_a,0.0
16675,variant_a,0.0243
16676,variant_a,0.0454
16677,variant_a,0.1355
16678,variant_a,0.038
16679,variant_a,0.4193
16680,variant_a,0.0104
16681,variant_a,0.0034
16682,variant_a,0.0264
16683,variant_a,0.0
16684,variant_a,0.1002
16685,variant_a,0.0968
16686,variant_a,0.007
16687,variant_a,0.2728
16688,variant_a,0.0177
16689,variant_a,0.1193
16690,variant_a,0.5546
16691,variant_a,0.0255
16692,variant_a,0.0003
16693,variant_a,0.0016
16694,variant_a,0.1535
16695,variant_a,0.0038
16696,variant_a,0.1501
16697,variant_a,0.0175
16698,variant_a,0.0152
16699,variant_a,0.1329
16700,variant_a,0.0783
16701,variant_a,0.0
16702,variant_a,0.0104
16703,variant_a,0.1505
16704,variant_a,0.0
16705,variant_a,0.0338
16706,variant_a,0.0409
16707,variant_a,0.0
16708,variant_a,0.005
16709,variant_a,0.0621
16710,variant_a,0.1044
16711,variant_a,0.0035
16712,variant_a,0.1894
16713,variant_a,0.0237
16714,variant_a,0.0164
16715,variant_a,0.0009
16716,variant_a,0.0
16717,variant_a,0.0441
16718,variant_a,0.0166
16719,variant_a,0.001
16720,variant_a,0.0202
16721,variant_a,0.0041
16722,variant_a,0.0862
16723,variant_a,0.0878
16724,variant_a,0.0281
16725,variant_a,0.0039
16726,variant_a,0.233
16727,variant_a,0.0063
16728,variant_a,1.216
16729,variant_a,0.0119
16730,variant_a,0.0194
16731,variant_a,0.0517
16732,variant_a,0.0016
16733,variant_a,0.0672
16734,variant_a,0.1222
16735,variant_a,0.0118
16736,variant_a,0.1624
16737,variant_a,0.1018
16738,variant_a,0.0748
16739,variant_a,0.0
16740,variant_a,0.0004
16741,variant_a,0.1277
16742,variant_a,0.0126
16743,variant_a,0.0199
16744,variant_a,0.0263
16745,variant_a,0.4139
16746,variant_a,0.1364
16747,variant_a,0.002
16748,variant_a,0.0
16749,variant_a,0.0107
16750,variant_a,0.0867
16751,variant_a,0.0097
16752,variant_a,0.0038
16753,variant_a,0.0891
16754,variant_a,0.0
16755,variant_a,0.0664
16756,variant_a,0.0135
16757,variant_a,0.0
16758,variant_a,0.1774
16759,variant_a,0.0043
16760,variant_a,0.1632
16761,variant_a,0.0199
16762,variant_a,0.0129
16763,variant_a,0.0446
16764,variant_a,0.0567
16765,variant_a,0.0519
16766,variant_a,0.0151
16767,variant_a,0.1063
16768,variant_a,0.1247
16769,variant_a,0.0012
16770,variant_a,0.0106
16771,variant_a,0.4917
16772,variant_a,0.0068
16773,variant_a,0.0517
16774,variant_a,0.0792
16775,variant_a,0.0931
16776,variant_a,0.0
16777,variant_a,0.0949
16778,variant_a,0.0143
16779,variant_a,0.3065
16780,variant_a,0.0
16781,variant_a,2.6339
16782,variant_a,0.0095
16783,variant_a,0.0
16784,variant_a,0.2965
16785,variant_a,0.0002
16786,variant_a,0.0028
16787,variant_a,0.0
16788,variant_a,0.0045
16789,variant_a,0.0
16790,variant_a,0.1506
16791,variant_a,0.0452
16792,variant_a,0.0333
16793,variant_a,0.0068
16794,variant_a,0.1911
16795,variant_a,0.0997
16796,variant_a,0.0152
16797,variant_a,0.6011
16798,variant_a,0.0
16799,variant_a,0.0473
16800,variant_a,0.1542
16801,variant_a,0.0145
16802,variant_a,0.1092
16803,variant_a,0.1056
16804,variant_a,2.1721
16805,variant_a,0.137
16806,variant_a,0.023
16807,variant_a,0.0232
16808,variant_a,0.0
16809,variant_a,0.0
16810,variant_a,0.0868
16811,variant_a,0.0029
16812,variant_a,0.0084
16813,variant_a,0.0079
16814,variant_a,0.0112
16815,variant_a,0.0
16816,variant_a,0.0148
16817,variant_a,2.1278
16818,variant_a,0.4077
16819,variant_a,0.0987
16820,variant_a,0.0
16821,variant_a,0.0428
16822,variant_a,0.0046
16823,variant_a,0.3183
16824,variant_a,0.0036
16825,variant_a,0.0282
16826,variant_a,0.0088
16827,variant_a,0.0984
16828,variant_a,0.0107
16829,variant_a,0.001
16830,variant_a,1.0657
16831,variant_a,0.1953
16832,variant_a,0.1119
16833,variant_a,0.0234
16834,variant_a,0.1291
16835,variant_a,0.0001
16836,variant_a,0.021
16837,variant_a,0.5977
16838,variant_a,2.0245
16839,variant_a,0.0019
16840,variant_a,0.0
16841,variant_a,0.0
16842,variant_a,0.0
16843,variant_a,0.0073
16844,variant_a,0.5078
16845,variant_a,0.0091
16846,variant_a,0.0541
16847,variant_a,0.0001
16848,variant_a,0.0032
16849,variant_a,0.1359
16850,variant_a,1.6398
16851,variant_a,0.0003
16852,variant_a,0.2793
16853,variant_a,0.0
16854,variant_a,0.1196
16855,variant_a,0.0
16856,variant_a,0.1785
16857,variant_a,0.0117
16858,variant_a,0.7057
16859,variant_a,0.0021
16860,variant_a,0.0454
16861,variant_a,0.0031
16862,variant_a,0.0052
16863,variant_a,0.189
16864,variant_a,0.0826
16865,variant_a,0.0184
16866,variant_a,0.0
16867,variant_a,0.0008
16868,variant_a,0.2302
16869,variant_a,0.072
16870,variant_a,0.0299
16871,variant_a,0.6073
16872,variant_a,0.0
16873,variant_a,0.0309
16874,variant_a,0.0203
16875,variant_a,0.0019
16876,variant_a,0.0129
16877,variant_a,0.0069
16878,variant_a,0.156
16879,variant_a,0.157
16880,variant_a,0.0072
16881,variant_a,0.0097
16882,variant_a,0.0022
16883,variant_a,0.2822
16884,variant_a,0.0
16885,variant_a,0.1228
16886,variant_a,0.053
16887,variant_a,0.0864
16888,variant_a,0.0121
16889,variant_a,0.0888
16890,variant_a,0.0003
16891,variant_a,0.0549
16892,variant_a,0.369
16893,variant_a,0.0657
16894,variant_a,0.001
16895,variant_a,0.1607
16896,variant_a,0.0
16897,variant_a,0.0133
16898,variant_a,0.002
16899,variant_a,0.0108
16900,variant_a,0.271
16901,variant_a,0.0127
16902,variant_a,0.1497
16903,variant_a,0.1045
16904,variant_a,0.0075
16905,variant_a,0.0099
16906,variant_a,0.1516
16907,variant_a,0.1756
16908,variant_a,0.0439
16909,variant_a,0.0224
16910,variant_a,0.0223
16911,variant_a,0.4836
16912,variant_a,0.0725
16913,variant_a,0.0033
16914,variant_a,0.2637
16915,variant_a,0.0722
16916,variant_a,0.0031
16917,variant_a,0.0395
16918,variant_a,0.0003
16919,variant_a,0.4839
16920,variant_a,0.2734
16921,variant_a,0.0521
16922,variant_a,0.1741
16923,variant_a,0.0105
16924,variant_a,0.209
16925,variant_a,0.0034
16926,variant_a,0.0056
16927,variant_a,1.0158
16928,variant_a,0.0538
16929,variant_a,0.0809
16930,variant_a,0.0148
16931,variant_a,0.2293
16932,variant_a,0.1383
16933,variant_a,0.0604
16934,variant_a,0.1789
16935,variant_a,0.2448
16936,variant_a,0.0352
16937,variant_a,0.0332
16938,variant_a,0.473
16939,variant_a,0.4053
16940,variant_a,0.0071
16941,variant_a,0.0046
16942,variant_a,0.1549
16943,variant_a,0.0027
16944,variant_a,0.5815
16945,variant_a,0.1062
16946,variant_a,0.0147
16947,variant_a,0.1935
16948,variant_a,0.0
16949,variant_a,0.1625
16950,variant_a,0.0199
16951,variant_a,0.1124
16952,variant_a,0.0
16953,variant_a,0.0065
16954,variant_a,0.0002
16955,variant_a,0.0
16956,variant_a,0.0856
16957,variant_a,0.0059
16958,variant_a,0.0003
16959,variant_a,0.1187
16960,variant_a,0.0276
16961,variant_a,0.0007
16962,variant_a,0.0519
16963,variant_a,0.0
16964,variant_a,0.0432
16965,variant_a,0.0153
16966,variant_a,0.0
16967,variant_a,0.002
16968,variant_a,0.0196
16969,variant_a,0.1553
16970,variant_a,0.0126
16971,variant_a,0.7839
16972,variant_a,0.0328
16973,variant_a,0.0198
16974,variant_a,0.0153
16975,variant_a,0.0536
16976,variant_a,0.1903
16977,variant_a,0.0
16978,variant_a,0.1246
16979,variant_a,0.392
16980,variant_a,0.0368
16981,variant_a,0.0406
16982,variant_a,0.0
16983,variant_a,0.0413
16984,variant_a,0.1981
16985,variant_a,0.0044
16986,variant_a,0.0912
16987,variant_a,0.051
16988,variant_a,1.9179
16989,variant_a,0.5103
16990,variant_a,0.0119
16991,variant_a,0.0535
16992,variant_a,0.3767
16993,variant_a,0.0785
16994,variant_a,0.6521
16995,variant_a,0.0726
16996,variant_a,0.0694
16997,variant_a,0.0218
16998,variant_a,0.7368
16999,variant_a,0.0
17000,variant_a,0.6604
17001,variant_a,0.0229
17002,variant_a,0.0029
17003,variant_a,0.0412
17004,variant_a,0.0016
17005,variant_a,0.0354
17006,variant_a,0.0
17007,variant_a,0.0002
17008,variant_a,0.0778
17009,variant_a,0.3306
17010,variant_a,0.0002
17011,variant_a,0.0031
17012,variant_a,0.1229
17013,variant_a,0.0435
17014,variant_a,0.0031
17015,variant_a,0.1288
17016,variant_a,0.0157
17017,variant_a,0.0052
17018,variant_a,0.0087
17019,variant_a,0.0131
17020,variant_a,0.0204
17021,variant_a,0.0557
17022,variant_a,0.0002
17023,variant_a,0.0457
17024,variant_a,0.0044
17025,variant_a,0.0714
17026,variant_a,0.0002
17027,variant_a,0.07
17028,variant_a,0.0003
17029,variant_a,0.0
17030,variant_a,0.0
17031,variant_a,0.0114
17032,variant_a,0.0084
17033,variant_a,0.0004
17034,variant_a,0.0174
17035,variant_a,0.0115
17036,variant_a,0.0026
17037,variant_a,0.0072
17038,variant_a,0.0193
17039,variant_a,0.1839
17040,variant_a,0.0144
17041,variant_a,0.0347
17042,variant_a,0.0
17043,variant_a,1.0411
17044,variant_a,0.0972
17045,variant_a,0.1265
17046,variant_a,0.202
17047,variant_a,0.0209
17048,variant_a,0.0226
17049,variant_a,0.0071
17050,variant_a,0.3542
17051,variant_a,0.0333
17052,variant_a,0.3662
17053,variant_a,0.0049
17054,variant_a,0.0001
17055,variant_a,0.0297
17056,variant_a,0.0005
17057,variant_a,0.0002
17058,variant_a,0.0156
17059,variant_a,0.0235
17060,variant_a,2.052
17061,variant_a,0.0143
17062,variant_a,0.028
17063,variant_a,0.0889
17064,variant_a,0.0205
17065,variant_a,0.0946
17066,variant_a,0.0233
17067,variant_a,0.9467
17068,variant_a,0.0175
17069,variant_a,0.0073
17070,variant_a,0.0016
17071,variant_a,0.5116
17072,variant_a,0.0407
17073,variant_a,0.0045
17074,variant_a,0.1979
17075,variant_a,0.2272
17076,variant_a,0.1977
17077,variant_a,0.7594
17078,variant_a,0.0006
17079,variant_a,0.0054
17080,variant_a,0.6554
17081,variant_a,0.0185
17082,variant_a,0.0025
17083,variant_a,0.0088
17084,variant_a,0.0
17085,variant_a,2.9394
17086,variant_a,0.0337
17087,variant_a,0.1111
17088,variant_a,0.0385
17089,variant_a,0.0983
17090,variant_a,0.4335
17091,variant_a,0.011
17092,variant_a,0.0934
17093,variant_a,0.0006
17094,variant_a,0.0514
17095,variant_a,0.0
17096,variant_a,0.1408
17097,variant_a,0.0382
17098,variant_a,0.1827
17099,variant_a,0.0964
17100,variant_a,0.0506
17101,variant_a,0.0579
17102,variant_a,0.0005
17103,variant_a,0.0175
17104,variant_a,0.0099
17105,variant_a,0.0
17106,variant_a,0.0101
17107,variant_a,0.0127
17108,variant_a,0.003
17109,variant_a,0.0
17110,variant_a,0.0232
17111,variant_a,0.0248
17112,variant_a,0.0364
17113,variant_a,0.073
17114,variant_a,0.0163
17115,variant_a,0.1294
17116,variant_a,0.0601
17117,variant_a,0.0677
17118,variant_a,1.0163
17119,variant_a,7.1105
17120,variant_a,0.5768
17121,variant_a,2.3015
17122,variant_a,0.0
17123,variant_a,0.1224
17124,variant_a,0.0381
17125,variant_a,0.0022
17126,variant_a,0.0
17127,variant_a,0.0021
17128,variant_a,0.0774
17129,variant_a,0.0086
17130,variant_a,0.2527
17131,variant_a,0.4493
17132,variant_a,0.0095
17133,variant_a,0.3164
17134,variant_a,0.0101
17135,variant_a,0.2623
17136,variant_a,0.016
17137,variant_a,0.0
17138,variant_a,0.0083
17139,variant_a,0.0089
17140,variant_a,0.0107
17141,variant_a,0.0011
17142,variant_a,1.1161
17143,variant_a,0.0
17144,variant_a,0.0815
17145,variant_a,0.0055
17146,variant_a,0.4034
17147,variant_a,0.0005
17148,variant_a,0.0597
17149,variant_a,0.0553
17150,variant_a,0.0566
17151,variant_a,0.0159
17152,variant_a,0.0282
17153,variant_a,0.1093
17154,variant_a,0.0026
